Method	Functional Description
paramString	返回此JMenuBar的字符串表示
getLocalName	按索引查找属性的本地名称。
getKeyStrokesForAction	获取将导致给定操作的击键。
writeCData	写一个CData部分
endElement	接收元素结束的通知。
getAccessibleCaption	返回表的标题。
getData	将图像作为一个大图块返回（对于基于图块的图像，这将需要获取整个图像并复制图像数据）。
getFlushedPosition	返回可以执行搜索的流中最早的位置。
setSystem	更新系统属性的值。
group	返回文件的组所有者。
getInputValue	返回用户输入的值，如果wants input为true
getViewport	返回当前JViewport
setVisible	设置对象的可见状态。
isBorderOpaque	返回边框是否不透明。
adjustInto	将指定的时态对象调整为与此对象具有相同的日期。
getUi	返回实现此组件外观和感觉的UI对象
createCompatibleWritableRaster	创建一个具有指定宽度和高度的可写栅格，其数据布局（样本模型）与此颜色模型兼容
hashCode	这个月的哈希码。
setPressed	将按钮设置为按下或未按下。
getLocation	以点的形式获取对象相对于父对象的位置，指定对象在屏幕坐标空间中的左上角。
put	相对批量 
               放置方法 
               （可选操作） 。
get	相对 
               get方法。
clearAccessibleSelection	清除对象中的选择，以便不选择对象中的子项。
editingCanceled	这告诉听众编辑器已取消编辑
visitShort	访问注释中的 
               short值。
setTabSize	设置扩展制表符到的字符数
getTextCharacters	获取与CHARACTERS，SPACE或CDATA事件关联的文本。
getDateTimeAfter	获取本地转换日期时间，用“after”偏移量表示。
createValue	创建从 
               UIDefaults表中检索的值。
iconifyFrame	通常，从父项中删除此框架并添加图标表示。
internalFrameClosing	内部框架处于关闭状态时调用。
wrap	将长数组包装到缓冲区中。
createComment	给定指定字符串，创建一个 
               Comment节点。
maximizeFrame	通常，应调整框架的大小以匹配其父级边界。
put	将指定的元素插入此双端队列表示的队列中（换句话说，在此双端队列的尾部），等待空间变得可用。
setForegroundAt	将索引处的前景色设置为前景色，可以为null，在这种情况下，选项卡的前景色将默认为此TabbedPane的前景色
setDefaultNamespace	将URI绑定到默认命名空间此URI绑定在当前START_ELEMENT / END_ELEMENT对的范围内。
getResolutionVariants	获取所有分辨率变体的可读列表。
setMaximum	将模型的最大值设置为 
               newMaximum 。
execute	用数据填充此 
               RowSet对象。
getDesignAxisNames	返回每个设计轴的名称。
of	从一年和一月获得 
               YearMonth的实例。
remove	从此属性集中删除指定的属性（如果存在）。
getConnection	检索 
               Connection传递给该对象 
               RowSet对象。
removeElement	从模型中删除项目。
getEditingPath	返回当前正在编辑的元素的路径
getDefaultValue	如果此可执行文件是注释类型元素，则返回默认值。
get	相对批量 
               获取方法。
getAccessibleContext	获取与此JProgressBar关联的可访问上下文
scrollRectToVisible	滚动字段左或右
name	返回套接字选项的名称。
columnMarginChanged	设置与此TabbedPane一起使用的模型
wasNull	检索读取的最后一个OUT参数是否具有SQL 
               NULL的值。
firePopupMenuWillBecomeVisible	通知弹出菜单监听器此弹出菜单将变为可见
getOption	返回套接字选项的值。
getPitchBend	获得该通道的向上或向下音高偏移。
setNCharacterStream	将指定参数设置为 
               Reader对象。
setResizable	设置这个框架是否可以由用户调整大小
setCaseSensitive	设置指定列是否区分大小写。
setBinaryStream	检索可用于写入此 
               Blob对象表示的 
               BLOB值的流。
getFirst	检索但不删除此双端队列的第一个元素。
createCompatibleVolatileImage	使用指定的图像能力和透明度值，返回与此图形配置兼容的数据布局和颜色模型的易失图像
withLaterOffsetAtOverlap	返回此日期时间的副本，将区域偏移更改为本地时间线重叠处的两个有效偏移中的较晚者。
removeAttributeNode	删除指定的属性节点。
close	关闭此资源，放弃任何底层资源。
insertTextAtIndex	在指定的索引处插入指定的字符串。
getPrefix	返回当前事件的前缀，如果事件没有前缀，则返回null
getAccessibleContext	获取与此JTree关联的可访问上下文
containsKey	如果此属性集包含指定类别的属性，则返回 
               true 。
createAttributeNS	创建给定限定名称和名称空间URI的属性。
lengthOfYear	返回由此日期表示的年份长度，由日历系统定义。
passStarted	报告当前的读取操作即将开始逐步传递。
startElement	已过时。
getTarget	此处理指令的目标。
getFontRenderContext	获取此graphics2d上下文中字体的渲染上下文
dragOver	被称为光标的热点在平台相关的放置站点上移动。
getText	以字符串形式返回parse事件的当前值，返回CHARACTERS事件的字符串值，返回COMMENT的值，ENTITY_REFERENCE的替换值，CDATA节的字符串值，SPACE的字符串值event，或DTD内部子集的String值。
getInitialValue	返回初始值
read	从该通道读取一个字节序列到给定的缓冲区。
hashCode	返回此缓冲区的当前哈希码。
getMinimumDividerLocation	从外观和感觉实现返回分隔符的最小位置
setMinimum	将模型的最小值设置为 
               newMinimum 。
drawPolyline	绘制由x和y坐标数组定义的一系列连接线
hide	隐藏弹出窗口
getMinSelectionRow	返回最小选中行
getBounds2D	返回过滤后的目标图像的边界框
setBlob	将指定参数设置为 
               InputStream对象。
applyAsInt	将此函数应用于给定的参数。
position	设置此缓冲区的位置。
isCompositionEnabled	确定此输入法是否已启用
replaceData	用指定的字符串替换从指定的16位单位偏移量开始的字符。
getMinX	返回RenderedImage的最小X坐标（包括）。
valueChanged	只要选择的值发生变化，就会调用。
writeByte	将 
               v的8个低位写入流。
setMono	打开或关闭单声道模式。
isArmed	返回菜单项是否处于“激活”状态
getRoot	返回此路径的根组分作为 
               Path对象，或 
               null如果该路径不具有根组件。
hasRemaining	告知当前位置和限制之间是否存在任何元素。
setDividerLocation	将分隔符位置设置为JSplitPane大小的百分比
getKeyListener	返回将添加到组合框的键侦听器或null。
removeChangeListener	将listener作为模型更改的监听器移除
windowClosing	当用户尝试从窗口的系统菜单关闭窗口时调用。
setShort	将指定参数设置为给定的Java 
               short值。
getChronology	获取定义支持单位含义的年表。
getWantsInput	返回菜单项是否处于“激活”状态
onRegistration	当实现此接口的对象添加到给定 
               category的给定 
               registry 。
getName	实体的名称
actionPerformed	发生操作时调用。
call	执行此编译任务。
setSessionTimeout	设置在此 
               SSLSessionContext下分组的 
               SSLSession对象的超时限制。
getBigDecimal	检索指定的JDBC 
               NUMERIC参数的值，作为 
               java.math.BigDecimal对象，其值包含小数点右侧的位数。
removeCellEditorListener	从通知的列表中删除侦听器
getInsertPositionOffset	获取文本编辑组件中包含的已提交文本中插入位置的偏移量。
lengthOfMonth	考虑到年份，返回月份的长度。
accept	向正在构建的流添加元素。
getView	返回JViewport的一个子项或为null
setPaintMode	将这个图形上下文的绘制模式设置为用这个图形上下文的当前颜色覆盖目的地
